review_id,business_id,user_id,date,stars,text
eMxB4rTo371945eM3PGluw,6gCQvovXf3wmrfwuTyeLlQ,1sMZdqmCa_X2Lf_x6XOCFw,2012-08-13 12:47:28,4.0,"The famous Taco Bus. I'd heard about it, and wasn't sure if it was a sit-down restaurant or a food truck. Upon rolling up, I still wasn't sure. It's basically a fixed-location food truck with some restrooms and outside/inside seating. 

Get a taco. They're great. I chose barbacoa, and everything was flavorful, fresh, and not a big old ball of grease, as is usually the case at Mexican food trucks.

My esteemed Yelp Miami fellow reviewer E-V-E had highly recommended the agua fresca, but I saw horchata on the menu and was immediately seduced. Mistake. I should have gone with the agua fresca. The horchata was oversweetened to the point of being cloying. It didn't have that nice gritty rice-y texture that I like, either. Oh well. Let this be a lesson, when someone gives you an emphatic recommendation, take it. 

Excellent cheap taco lunch, though. I'd definitely come back."
QMK-L-fLA_q4HZNjq_xgPA,nC1nF306iY8kR_4H-yDHaA,B1l752Sc1rrmcaDnwQNuNA,2014-12-28 18:51:00,1.0,"The only reason they get 1 star is because I can't do 0!!!!  This place is a disgrace & should close or get an entire new staff.  After 10 minutes trying to order, they of course got the order wrong.  The girl taking the order, Darci - was totally clueless and only wanted to argue.  We tried to diffuse the situation, so asked for a manager.  Dorian - WHAT A JOKE?!?!  He was even worse that her!  Stay away from this place - we got our money back (but not the 20 minutes we wasted!) and went to the one at 16th & Arlington - a total night & day experience."
dom0JCiLoUYOpU_uhXysaw,zEI3WbK3j5plQ93sJtVSlw,XddgzEhsSHr2ehaaZhLCSw,2019-06-22 23:59:51,5.0,"They always get it right!  It doesn't matter the time of day or what you order. They never get it wrong!   

How many drive thrus can you drive away without even checking the bag to ensure they got your order right. Well here.....it's ALWAYS right!!  Thanks for amazing service and consistent food."
HlsYTq1YXOypN6Tlgr-uSQ,u3KAwFjxN9AtwElz16ILnA,L5m4xxLoUABiM-vR9ibQQQ,2017-03-03 02:10:27,1.0,"Once bitten twice shy. I should have never given them another chance. I think Domino's needs to update their drug testing policy. 

The only thing worse than waiting an extra 20 minutes on an order that was supposed to already be ready for pickup, is getting the order, and it's wrong... and then getting that stupid stoned look from the guy at the window that's absolutely clueless what to do.

I can honestly say I think I've had my last piece of Domino's pizza."
xYLyAa0TcVngICbckRSsGQ,TDuje7xk11t0vbU_65xsbQ,NzUzlpp0UEGzGVHcHnzTIw,2016-10-29 00:20:41,5.0,My husband and I have ordered from this location plenty of times. At least twice a month. We always order delivery. The pizza and wings are always great and the delivery time is never too long. We normally get the same two girls that deliver our order and they are super friendly and personable! Their online ordering system is very easy and they always have some great deals going on.
-W0ErbBUsuhjIrlJSc0phA,Z7gSPKfQegB4Uqkf_9IJVg,8JbRLMeP0037O-0l62a4CA,2017-04-19 20:00:14,1.0,"I used to go to this UPS store regularly to send packages to relatives across the country and very rarely to drop off packages with prepaid shipping labels. Most of the time when I've come here the employees are very friendly and helpful. However, one time recently I dropped off a package with a prepaid shipping label that needed tape (only the second time in years that I've asked them for tape) and a man who I believe was the owner chastised me for not taping my own box and threatened to charge me for it. The amount of tape he used on this box probably cost him no more than ten cents. If he felt that charging me was appropriate then he should've just charged me for it. I wouldn't have faulted him for charging me for something that cost him money. However, chastising a grown adult because they don't own packing tape is ridiculous. 

In the future I will take my packages down the street to PostNet on Tanque Verde and Sabino. The employees there are friendly and treat customers with respect."
pWtEgQMr0ml7Hc-n91BXPQ,AwmsqV6rXxBf8ycphKzQnA,rUQ0uTP4lbqbEl7PGhCugA,2017-09-29 21:11:00,3.0,"The experience was just ok for me. The theme was pretty cool, they did a nice job on that, but the food didn't fit the bill IMHO. Took wifey recently for Lunch and decided to try the Mushroom Swiss Burger with the truffle fries and Wifey went with the customized Burger cause she has to get special with it. 

I thought my Burger decent, maybe a 7.9 on a scale of 1 to 10. It just wasn't memorable, I was expecting it to blow me away, but it just wasn't all that and a bag of chips. The bill came to $46 and sone change for two people (ice tea included). 

Wifey had a different experience which I'll let her elaborate on herself. 

Im willing to give them another chance in the future. I can see myself going back to Fords Garage for drinks and appetizers. They are in a great location, and the service is pretty good."
7SRWhmMQ0vTiX54iAcj2nQ,Awkrb1wzFxz5w1Ixc9W3FA,fr1Hz2acAb3OaL3l6DyKNg,2017-05-13 18:35:53,3.0,"It is about 3.5 stars restaurant. Being at downtown Tampa, it should be busy.  We were there at Friday around 11:30, this place only 35% fill. These should be easy for them to serve us. By the time we walk out at 12:15 pm. The place is full. 

The lunch special is attractive. I saw the chicken chimichurri hash at lunch special menu is attractive. The dish serve in skillet with potatoes hash, grilled chicken, grilled onion and top with two egg of your choice. Sunny side up is definitely the best to break the egg yolk for the mixed of the hash. This dish also has the chimichurri sauce make this dish decorative. 

For the energy, I have morning meditation drink. It is orange, lemon, turmeric, ginger, agave nectar, and beet. What a drink and nice presentation. 

Service is a little let down at the end.  Food is good."
FXWG0f2U0SuTg0g4ftXsRQ,z22hSRptt_DS0nWjsIka2A,zJHqHEdJIAdSTnVz52O_Ag,2017-11-13 23:03:47,5.0,"We had a large party for my grandmother's dinner get-together (about 10 of us) and our waitress did a great job of taking care of us.  Her co-workers also assisted with our large party and it was definitely appreciated. You can definitely tell that everyone that works there is part of a team.

I got the steak salad which was SO good! Maybe because it's been awhile since I had a steak, but the steak was very tasty!"
qer5uC-3gdXWNT3tFFswxA,jOOOrH5n2ijnsZKxzPSAiw,n1pp7Kqj9p9HQACdbabkFQ,2015-09-24 13:04:17,5.0,"this was the closest cfa i could find to downtown / green hills area. my one biggest issue with CFAs in nashville is that THERE ARENT ENOUGH OF THEM. why aren't they within 5 min of each other like in memphis?! yes i know nashville has half the population as memphis does, but everyone is so jam packed in together, u need to have more around the city! 

anyway, this one was pretty nice for a cfa. its spacious and has all the amenities you would ever want. they're pretty quick about ordering from the inside! I haven't yet been through the drive through but it seems pretty fast moving as well. your typical CFA menu: everything is DELICIOUS!! ! 1 bonus point for this location is that they leave their honey bbq sauce outside (near the ketchup condiments) so you can grab as much as u want! 

this cfa is located out in west nashville on charlotte pike, so if you're making the trek, make sure to gas up for cheap at costco or something before headed back to your side of the city."
idtDOQEUye0ZmHD10pjEOQ,ss6zeWt9oWKRllwU61gG-g,G9IuD25Dy-1auqsZLb2z6w,2010-03-03 02:55:46,3.0,"I must admit that I've only eaten here after consuming a few drinks. But Jimmy's is open till 3am, and after years of nothing but pizza and pitas open that late in downtown Boise, a sandwich was a nice change of pace. The staff is very friendly and patient with drunk patrons. The deli pickles are enormous and perfectly crunchy. There are a wide range of sandwich options and tons of window seating for prime late-night people watching. I would certainly recommend stumbling into this establishment after a night of festive merry-making. 

There is, however, a 'no hippies welcome' sign. Perhaps management could be convinced to take this down?"
jLoyriTv1Jj5cPzxFDf0yA,byMaUassEmBae6Wcg1W5-A,iJE3RnVcfHM3jsM4I6WFCw,2020-01-13 00:04:28,5.0,"I was so disappointed when all the the Pizza Hut restaurants in Philly closed. I had to travel to this Pizza Hut to get my fix of pizza hut pizza, which has been my favorite pizza since I was a kid. I was not disappointed. I ate in and ordered a pepperoni & sausage pan pizza and it came out pipping hot and had that wonderfully delicious taste that brings me back to my childhood. My mouth is watering right now thinking back on it. I ate as much as I could and packed up the rest for the next day. It seems like there was only one person working in the restaurant, but it wasn't crowded and she provided friendly service. I love Pizza Hut! I will be back!"
q6cDoRSSssT2Rrh9wmGFXg,tgQfYUI5Epgvucw63EJqxg,YznEi_iuTMW6_u3zPAUMsQ,2022-01-08 01:13:37,5.0,"I needed a rental last minute because someone hit my car! That Saturday I called around 1130 and they were closing at 12 so I didn't have much time! Thankfully I lived right up the street! Alex was the one who took care of the reservation and all I had to do when I got there was sign my name! Very fast transaction and what a nice man!!! He was super helpful and fulfilled my needs! 

He gave me a GMC SUV, The car was beautiful, everything was neat, clean and the car was fully filled with gas!

I just wanted to thank them for working with me and my insurance company!!! They did a wonderful job!!! Thank you so much Enterprise and specially To you Alex!!!!"
FQSG8dRx8rMFptltNSJxJg,GORygt0q_qwdBtxloq41MA,0xLek5Zgnp4k6nsbI66YZw,2021-05-21 22:08:36,5.0,"I know what you're thinking....5 stars for Papa John's?! Let me tell you, my husband and I have probably ordered delivery from here at least four times. Every time we have ordered, the food arrived ahead of schedule, our orders are accurate, the drivers are friendly, and the food is hot. Granted, we are a 5 minute drive from this place, but they have still exceeded our expectations. Our favorite food to order is a large thin crust pizza with pepperoni, sausage, and meatballs, jalapeño popper rolls, and the Italian papadia. We order through the app, and they are always offering a ton of coupons/promotions. Keep up the great work!"
BpMVFdlqeKXIIYDOzCfqvg,WnUm6q-zuE6zkYxj1I-Q2w,9KAaGEgWLiW0l05UAJP6iw,2019-02-25 19:27:47,1.0,"I don't even want to put 1 star for this pizza,it was not even cut,they also did not give us our 2 liter soda,we called it in as missing,guy on phone basically told us not their problem.i suggest going to pizza Hut.or even little Ceazers pizza has better tasting pizza,and way better customer service."
M7p0rajZz0gbMuHVgBswOA,zE2IC_ocw2dxM6Hzd4iL0g,Ce9vPho0OnX2JrJ8VEjd_A,2021-06-01 12:46:59,4.0,"We opted for a delivery from this Philadelphia local chain favorite instead of braving the weather to go out on an unseasonably cold and wet evening.  We we're not disappointed.  

There's no delivery charge, and they'll text you with a delivery photo at the door...we didn't even notice anyone approaching the front porch.  We just saw a vehicle speeding away after receiving a text message. 

As for our food--Crab fries were somewhat soggy/wilted by the time they got delivered as some might well-expect it. They still tasted very good especially with the special white cheese sauce.  Roast beef sandwich was on point--very tasty and substantial--half was big enough for me to fill my appetite.  Crab bruschetta was good with fresh ingredients, and the balsamic vinaigrette glaze added a great flavor. 

Overall very good dining--delivery experience. Yes!!"
fhc3k9piQPd0VeIQC78Tng,GF-GWt4zA4UbXCQIBdFSbw,A9EjVIvDRg3YsLndnhu7rw,2019-07-29 01:48:39,5.0,"My colleague and I were in need of a washroom and a great iced coffee so what better place to stop at than Starbucks to order 2 coffee Frappuccinos.  They make the best! It was refreshing and needed in a Friday afternoon.  I get mine made with coconut milk and it's got just the perfect balance of sweetness.  

I'm always pleased to stop at a Starbucks to use their facilities.  They are typically very clean.  Today was no exception the washrooms were very clean and our order took no time at all.  

This location is pretty nice great big windows and a nice patio."
BXKDm_Z7zWo_4LdMUZIIkg,8OyIu5q6Jc_pCeu7vUZXBw,_EIuMqvlS_HRUKk5CKzM-A,2020-08-03 23:05:11,1.0,"I'm not a big fan of Subway and typically don't review fast food places but in light of the state of the world I felt this was necessary. It's extremely unnerving to venture out with your mask to run errands and putting in your best effort to stay 6 feet apart only to be met with the woman behind the counter who is making your food, breathing all over it with a mask that is clearly just there out of looks and not even covering her nose. Then at check out she pulled it down completely to speak. I almost walked out 
This is completely unacceptable. As we were eating our food she was filling the drinks in the same manner. Picture included. I also don't want to call somebody out that might cost their job but ALL patrons should be warned this location is not a safe space. And for employees, the mask rule isn't just an inconvenience like being required to wear khakis or a tie, this mandatory rule is in place to save lives! Take it seriously. Or don't work with the public."
wNQ5ba1-4dyhGftNL3Hrog,7lpkWY6BPUjNfWpiklxz6g,MEgTog8Eot2kupiPE_1pmA,2015-06-03 17:48:47,4.0,"This review starts out at an unlikely place - Panera. Popped in there for lunch. My girlfriend just moved in so we are without wifi until Friday and I figured I would eat and cruise the web.

Had lunch and a coffee that was fair. At least until they kicked me off the internet after only ONE HOUR!

Never in all the years I have gone to coffee shops/sandwich shops that offer free internet was I KICKED OFF because you only get one hour of surfing! Are you kidding me????? First of all, I purchased lunch AND coffee. Secondly, the place easily had 35-40% open tables. 

I decided to go one block away to the Starbucks. Yea, thats right. Starbucks is one block away on 1081 West Chester Pike in West Chester, PA 19382. Got a nice snack pack of fruit and cheese. Was greeted by the very awesome Kim who assured me they love my business and would NEVER kick me off the internet unless it wasn't working. Had a bottle of water. 

Never again Panera. Hello Starbucks! They won me over!"
fKyj_eAayf-6wP-fhFHCoA,hIQjxF1IXb7XeOgS2ibkJw,I3Y_taN-mnxuaVfwM5SUpA,2019-08-13 19:51:29,4.0,Vegetarians Unite!  Burger King is now offering the Impossible whopper at all its locations!  For about $5 you can have a large filling vegetarian burger with whopper sauce. Since I haven't eaten red meat in over 10 years I do still think it it taste very very similar to a regular whopper. My only concern would be how would I know if they actually use the impossible burger or not a regular burger. I can definitely say this is better than the veggie burger they've had in the past
tAUnrIMii1VAUopiPF-dxg,UxbUIb5mVl7nok9J6zv4VQ,YsDbMDO7GAfcqZOwicRzdQ,2015-03-24 21:53:45,4.0,"My main reason for coming to Whole Foods truthfully is to stalk the Bakery section. Their pastries are the best! The almond croissant, the Guava Danish and Guava Pastelitos are my favorites, but everything is good. 
Whole foods is also serving up good coffee. Waaay better than Starbucks or any other coffee place in the area for that matter, and cheaper. 
They also make very good smoothies . Green Dream is my favorite . So you can catch me here either before the gym for a smoothie being healthy or in the morning for a pastry and coffee being unhealthy . You know I have to balance things out."
SgCy-65jg2gZRLAlMgvJFg,qVrILdmMa-HT9D_VRQmwPw,cU_3o6CgCFLZU2-FwQxICg,2021-11-09 04:52:03,3.0,"I was really excited to get a panda express just minutes from my house.. although my very first time ordering here I ended up with a double order of beef and broccoli, to share with my boyfriend, but only received broccoli with 4 tiny pieces of beef.. and an over cooked eggroll.. could be a fluke, but bad first impression for a 6pm order.."
s_SN_U5Nwm45kQBRLbRfDg,4SNBjMscoQl7olFT7kgJXw,vRPKk52haemHT8mXgGTA3g,2018-03-09 01:22:05,1.0,"Just a disaster tonight. Ordered after being kept on hold for a while. It was for a school fundraiser, so even passed on the details of what teacher my son has. 

Said they'd be here in 30-40 minutes.

An hour later, I call. No, it hasn't left the store. Actually, it seems the order never went through! But I remember your order. We can have it to you in 15. Sounds good, I say. Okay? Okay, thanks.

30 minutes later, still no pizza. I call again. ""Uh, you hung up before I could get your info."" You... told me you had my order. ""But it never went through."" 

So I just told them to forget it.

Pretty awesome when you have a 6 year old hungry for dinner and trying to earn points for his class. Thanks, Papa Johns!"
l3fmDmMKUMvzdQjOewBKEw,OJPfEZdSe20VF4pVaKzOFA,AZ9Hj5bgAzHmwGvG6ADT6g,2018-07-28 14:37:22,1.0,"I LOVE Chick-fil-A, but this place has THE worst customer service. They've charged me for higher priced items and instead of fixing it, they lie and say what they charged me for was actually cheaper and I got here at 10:28 today for them to tell me I can't have breakfast."
Nq8mYDRHWhhU6SKZcYmtDg,szamoM9NWmqMgNmhCIWztQ,W1IjhtwzCFC5rQHghvlneQ,2018-09-03 15:46:41,1.0,"Although this Mcdonalds has improved there look from remodeling, their customer service has become even worse. They have managed to find the most rude, unfriendly, grouchy, miserable, mean, unprofessional people on the planet. Besides the horrible horrible custoner service, they continuously turn on the heat to run off business every evening when its 100 degrees outside!!!! And if you use your app at this McDonald's,  they will let you know how much they hate it and you!!!!!"
tO8HjucbqEQIGYHlpQESMg,20buvnk2QJ1uBWLuOGVaPg,XulnHaDezuZuJYxEI2dADA,2016-04-08 01:31:27,1.0,"Never received my order.

I have been a fan of Pizza Hut for about 20 years now. Today, I had the worst experience ever. Being a full time student and business owner, I have little time to cook. I've decided today to order from my favorite place. I ordered my food for delivery at 5:15 pm. After waiting 3 hours, I decided to give the restaurant a call to ensure everything was okay. The gentlemen who answered the phone, very unprofessional as if he was on his personal device, assured me that it would be delivered shortly. After another hour of waiting by my front door with my son, I decided to just cancel the order. I called the store and the female who answered informed my that I have not ordered since April 1st. After spending an upwards of ten minutes giving her reference numbers and personal information, I heard a gentlemen yelling in the background that there was not answer to my door or my cell phone, which I keep on my lap due to my business. I could tell in her voice that she knew something went wrong with the delivery and was told to lie. This was a very unprofessional experience."
T8ojXqTYmU8caO17U-erwg,U06K56fiCWYTtktwQkZ9TA,DAT62jCDMV-lW15CDZgyqQ,2009-08-24 15:35:06,1.0,"Getting off of the shitty New Century bus, starving and grossed out,  we headed over to this McDonald's to use the bathroom and grab a snack. 

This turned out to be the perfect Philly welcome. 

I was able to enter the bathroom right away, but my boyfriend had to wait for them to BREAK INTO THE BATHROOM with a putty knife....as a HUGE fight consisting of female McDonald's employees broke out in the street. It was insane. Screaming, clawing...we couldn't wait to get out of there (okay, who am i kidding, i ran out of the bathroom without drying my hands to see this spectacle..). 

FInally the employees were able to pry the men's bathroom door open and we were able to make a swift exit. 

Only in Philly?"
u-SWV7lCUXN-PCcra7vJ7g,6Rn21FbTa5EUmDh668laNA,dqrdUkd5RS8BQiF5k3_cXQ,2019-08-10 19:06:41,5.0,"I had a handful of Amazon packages that I needed to return. I also wanted boxes to ship some of my art in and to ask a few questions about the process. I ended up at this location, located in an old bank. 

The guy running the front counter had my 3 return packages scanned, labels printed and applied, and a return tracking slip in hand extremely quickly. He then helped me figured out what sized boxes would be best and most cost effective for my unique sized canvases, and gave me a few tips for shipping, as a small business owner. Very friendly and helpful, and much appreciated."
dVZh1O3wmDK2hbSoGntinA,1CCmUIlkubqB-Rp_VRJarQ,kmWp6mfAZORtjkAqdxKS4w,2015-03-21 17:45:23,1.0,"While doing some errands before vacation I remembered I needed a mail hold.

Lady Who Reeked of Stale Cigs ""What do you need?""
Me: ""I want to put a temporary hold on my mail while on vacation.""
LWRoSC: ""What?! You need to go to the POST OFFICE!""
Me: ""Lady, you ARE the post office!""

I continued my way home and fulfilled my request online..."
4ajX4QflXYbIwFXhz-7hGA,Z3QKriJ_9J8gIy8C4QzaIw,llvocJrzCfah0wulPC2G2w,2015-11-01 15:55:59,1.0,"I've never had a steak with this texture, color, or taste. I ordered the t-bone steak medium rare, but I couldn't even tell how it was cooked because of the unnatural grey throughout the entire ""steak"". The T-BONE steak had the texture of a saulsbury steak! Our hash browns had a strange chemical after taste, and the bacon was floppy and flavorless. 0/10 I do not recommend. This place is the worst.
Update: I've been standing in line for actually 15 minutes to pay for this terrible food. Insult to injury."
FZxZo5dd9GdlGx55-t8qew,zKOSvTY4AwsTImK4nxphdQ,MpQ8K-NFcIB1gvNUwnAYgQ,2013-05-23 17:27:59,3.0,"I came here twice for lunch this week as it was very close to the office where I was working.  The service was fairly quick and efficient, and they got my order correct both days.  The first day I got the ham sandwich, and today I got the meatball sub.  I'm usually a big fan of the meatball sub, but today they really slopped on too much of the marinara sauce, and it really overwhelmed the sandwich.  I couldn't even finish it all.  It wasn't bad, just not as good as other times at other Subway stores.  Since this store is smack in the heart of the city, it's got a different set up than any other Subway stores I've been to in the county.  All the drinks, including the cooler and fountain drinks are behind the counter.  So, if you want a refill, you'd have to wait for them to finish serving someone else before you could get one.  All the ones I've been to in the county have the fountain drinks out in the seating area.  Just a minor inconvenience, but I'm sure it has something to do with the area.  I imagine they've had a problem a time or two with someone using it for a ""free"" drink.  All in all, my experience at this location was ok, but I'll only come here if I'm in the area."
nHWwmhrT1lwJY9D1cbT7AA,6ABon6uRYt9Ji_W4ehn9lg,5ckeF_zCeBrbo3Ngx5-2Zw,2016-04-11 15:03:48,4.0,"Subway might not be a fancy joint or serve high-quality food, but I don't go there for that. I go to get a better meal than I could get somewhere like McDonald's or Taco Bell but for roughly the same price. It's all about convenience and this one delivers!

Food: My favorite menu item is the Meatball Marinara with lettuce, spinach and jalapeno. I also love their flatbread pizzas and sandwiches. However, I typically always order the salad because I know I can get a low-priced meal that's LOADED with veggies without all the calories. The Chopped Salad is great because the portion is typically SUPER HUGE and you don't get charged extra if you want a ton of veggies. Tell them you want a lot of veggies and they'll take you up on it! 

Drinks: Self-serve soda fountain.

Atmosphere: I usually take my food to go because I don't like smelling like Subway after eating there. Am I the only one who notices the after-smell that sticks to your clothes? 

Service: Fast and friendly. No complaints! 

Healthy Hack: The honey mustard sauce makes a great salad dressing because it's one of the lowest calorie options! Want to work on portions? Ask for any of the toppings on the side so you can control how much goes on top!

Tips: Ask for lots of veggies! There's no extra charge."
Obqh0DX5o5118_0GraAaAg,ICSLQrp1gPPNGkwUeUAAtg,WHuuz1Xm8zkrUl8fAd31Eg,2019-05-24 14:51:22,4.0,"This is the second time I use the drive-through. The first time they had just opened and there were some issues. This morning, stopped here to get some flat bread quesadillas with sausage off the dollar menu. The kids like them. The girl who took our order was very friendly and seems generally and happy. She was so friendly, I took a picture and told her I was going to put it on Yelp.

Good job today, maybe the rating will be going up soon.."
KlKn7xio6e7adRoyQOZYmw,tPds_s4qXdUjS_yy2koTow,47oIw-CN1guUKx2_vUdsgw,2012-02-23 22:18:43,5.0,"I don't know what it is about CVS. Maybe it's the novelty of the place. Maybe it's the fact that the place is carpeted. Or maybe it's the super duper friendly (and helpful!) service.

I'll put my money on the third option. CVS rocks. 

I came here about a month ago to fill a prescription, and everyone I talked to (the pharmacy techs, CVS employees, etc.) were super friendly and helpful. 

I guess there's really not much else to say about a pharmacy. I'm a fan, and I can't wait until the CVS in Maplewood opens!"
